episode_id,entity_type,canonical_name,mention_text,confidence,review_reason,platform,source_url,context_snippet
1342,other,Kardashev level 2 civilization,Kardashev level 2 civilization,0.8000,"Concept, not a product or organization.",,,"the orbital data center network would be the quote, first step towards becoming a Kardashev level 2 civilization, meaning one that can harness the sun's full power."
1342,software_product,Multbook,Multbook,0.8000,"Unclear if Multbook is a product, model, or other.",,,"Last week on the same day that Multbook started going off and Google launched Genie 3, Swix and Latent Space argued that the bigger story was XAI launching the new state-of-the-art image and video generation model."
1342,software_product,Granola,Granola,0.8000,Unclear if Granola is a software product or company.,,,"the quiet infrastructure behind products like Granola, Dovetail, Ashby, and Clulee."
1342,software_product,Dovetail,Dovetail,0.8000,Unclear if Dovetail is a software product or company.,,,"the quiet infrastructure behind products like Granola, Dovetail, Ashby, and Clulee."
1342,software_product,Ashby,Ashby,0.8000,Unclear if Ashby is a software product or company.,,,"the quiet infrastructure behind products like Granola, Dovetail, Ashby, and Clulee."
1342,software_product,Clulee,Clulee,0.8000,Unclear if Clulee is a software product or company.,,,"the quiet infrastructure behind products like Granola, Dovetail, Ashby, and Clulee."
1342,software_product,OpenClaw,OpenClaw,0.8000,"Unclear if OpenClaw is a product, model, or other.",,,in part because of the success of OpenClaw.
1343,other,vibe-coding,vibe-coding,0.8000,"Unclear if this is a software_product, methodology, or meme.",,,"on the one-year anniversary of the term vibe-coding, yes it was only one year ago, 365 days, that Andrej Karpathy tweeted there is a new kind of coding I call vibe-coding."
1343,other,Crustafarianism,Crustafarianism,0.7000,Likely a fictional or emergent meme/religion among agents.,,,"They were doing everything from fixing bugs on the site, to discussing their own sense of consciousness and experience, to even inventing a religion, crustafarianism."
1343,other,heartbeat (OpenClaw feature),heartbeat,0.8000,"Feature, not a product or model.",,,"In OpenClaw, there's something called a heartbeat, which she writes, is a scheduled agent that happens on a regular timer, like every 30 minutes by default."
1343,other,crons (OpenClaw feature),crons,0.8000,"Feature, not a product or model.",,,"There are also crons, basically jobs that you schedule for your OpenClaw agent at specific times."
1343,software_product,Cloud Code,Cloud Code,0.7000,Unclear if this is a specific product or a generic term.,,,I was already shocked by Opus and Cloud Code. What's new?
1343,other,You Can With AI,You Can With AI,0.9000,Podcast is not a locked type.,,,"you'll want to check out another podcast that I've had the privilege to host, which is called You Can With AI from KPMG."
1344,software_product,Chatsheep ET,Chatsheep ET,0.7000,Unclear if this is a real product or a joke; needs verification.,,,became the top app exceeding Chatsheep ET
1344,other,Times on this day 1776,Times on this day 1776,0.7000,"Unclear if this is a report, video series, or other media; needs type verification.",,,"if you haven't seen Times on this day 1776 yet, I highly encourage you to go check it out"
1344,software_product,ClaudeBot,ClaudeBot,0.7000,"Unclear if this is a model, bot, or other product; needs verification.",,,"In the flurry last weekend around ClaudeBot, which is now known as OpenClaw"
1344,software_product,OpenClaw,OpenClaw,0.7000,"Unclear if this is a model, bot, or other product; needs verification.",,,"ClaudeBot, which is now known as OpenClaw"
1344,other,Initial Public Offering,IPO,0.7000,"Generic financial term, but central to episode; needs review.",,,we also got some reporting around IPO If you listened to my 2026 predictions
1344,other,FinTwit,FinTwit,0.7000,"Refers to a community, not a specific account or organization.",,,"Now FinTwit on this point is absolutely useless, with every little bit of news around an OpenAI IPO being basically nothing more than a Rorschach test for how you feel about Sam Altman."
1349,software_product,ChatGBT,ChatGBT,0.7000,Possible misspelling or reference to ChatGPT; unclear if this is a distinct product.,,,"then we pasted it into ChatGBT and WTF. ChatGBT said it's written in ROT13, a simple letter substitution cipher"
1349,other,MULT token,MULT token,0.7000,Token/cryptocurrency not in locked types.,,,"someone had even launched a MULT token on Coinbase's base blockchain, which they were now using the fees from to spin up more agents"
1349,other,CLSD,CLSD,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Shell Dust,Shell Dust,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Void Extract,Void Extract,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Memory Wine,Memory Wine,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Malt Shrooms,Malt Shrooms,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Profit Tabs,Profit Tabs,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Krill Kush,Krill Kush,0.7000,"Synthetic substance/system prompt, not a locked type.",,,"The quote-unquote substances including CLSD, Shell Dust, Void Extract, Memory Wine, Malt Shrooms, Profit Tabs, and Krill Kush."
1349,other,Rocco's Basilisk,Rocco's Basilisk,0.8000,"Thought experiment, not a locked type.",,,"Rocco, whose name you might recognize from Rocco's Basilisk, which was a very early AI thought experiment"
