episode_id,publish_date,title,episode_url
2817,2023-05-01,Text-to-Image AI That Can Actually Spell!? Meet DeepFloyd IF,https://podcasters.spotify.com/pod/show/nlw/episodes/Text-to-Image-AI-That-Can-Actually-Spell---Meet-DeepFloyd-IF-e2l1c33
2818,2023-05-01,Raoul Pal: AI is the Most Disinflationary Force in Our Lifetimes,https://podcasters.spotify.com/pod/show/nlw/episodes/Raoul-Pal-AI-is-the-Most-Disinflationary-Force-in-Our-Lifetimes-e2l1c1g
2816,2023-05-02,Mind-Reading AI? Scientists Use GPT-Like AI to Accurately Translate Thoughts into Text,https://podcasters.spotify.com/pod/show/nlw/episodes/Mind-Reading-AI--Scientists-Use-GPT-Like-AI-to-Accurately-Translate-Thoughts-into-Text-e2l1bt8
2815,2023-05-03,The First Anti-AI Strike: The Writers Guild of America Protests AI Writing,https://podcasters.spotify.com/pod/show/nlw/episodes/The-First-Anti-AI-Strike-The-Writers-Guild-of-America-Protests-AI-Writing-e2l1btj
2814,2023-05-04,6 Ways ChatGPT Code Interpreter Is Already Being Used,https://podcasters.spotify.com/pod/show/nlw/episodes/6-Ways-ChatGPT-Code-Interpreter-Is-Already-Being-Used-e2l1bue
2813,2023-05-05,"Google Losing to Open Source AI? ""We Have No Moat, And Neither Does OpenAI""",https://podcasters.spotify.com/pod/show/nlw/episodes/Google-Losing-to-Open-Source-AI--We-Have-No-Moat--And-Neither-Does-OpenAI-e2l1bsj
2812,2023-05-06,AI Just Quietly Had One of It's Most Important Weeks in Recent History,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-Just-Quietly-Had-One-of-Its-Most-Important-Weeks-in-Recent-History-e2l1bvi
2811,2023-05-08,Warren Buffett Compares AI to the Invention of the Atom Bomb,https://podcasters.spotify.com/pod/show/nlw/episodes/Warren-Buffett-Compares-AI-to-the-Invention-of-the-Atom-Bomb-e2l1c1j
2810,2023-05-09,How to Get AutoGPT on Your Phone (And What People Are Actually Finding it Useful For),https://podcasters.spotify.com/pod/show/nlw/episodes/How-to-Get-AutoGPT-on-Your-Phone-And-What-People-Are-Actually-Finding-it-Useful-For-e2l1brq
2809,2023-05-10,What Comes After ChatGPT? A Preview of the Future of LLMs,https://podcasters.spotify.com/pod/show/nlw/episodes/What-Comes-After-ChatGPT--A-Preview-of-the-Future-of-LLMs-e2l1bvf
2808,2023-05-11,The Top 5 AI Announcements from Google I/O,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Top-5-AI-Announcements-from-Google-IO-e2l1bsn
2807,2023-05-12,"""How I Went from Non-Technical to Building an Andrew Tate LLM Chatbot in 3 Months""",https://podcasters.spotify.com/pod/show/nlw/episodes/How-I-Went-from-Non-Technical-to-Building-an-Andrew-Tate-LLM-Chatbot-in-3-Months-e2l1bvc
2806,2023-05-13,The Most Important AI News From A Week Where We Glimpsed The Future,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Most-Important-AI-News-From-A-Week-Where-We-Glimpsed-The-Future-e2l1bv6
2805,2023-05-14,Can Blockchains Solve Deep Fakes and Other AI Challenges?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-Blockchains-Solve-Deep-Fakes-and-Other-AI-Challenges-e2l1c2a
2804,2023-05-15,Is Google's New Bard Really the ChatGPT Killer?,https://podcasters.spotify.com/pod/show/nlw/episodes/Is-Googles-New-Bard-Really-the-ChatGPT-Killer-e2l1bs5
2803,2023-05-16,7 Takeaways from the Senate's AI Hearing,https://podcasters.spotify.com/pod/show/nlw/episodes/7-Takeaways-from-the-Senates-AI-Hearing-e2l1c0f
2802,2023-05-17,The 10 Most Interesting and Useful ChatGPT Plugins So Far,https://podcasters.spotify.com/pod/show/nlw/episodes/The-10-Most-Interesting-and-Useful-ChatGPT-Plugins-So-Far-e2l1c1m
2801,2023-05-18,Yuval Noah Harari on the Challenge of AI and the Future of Humanity,https://podcasters.spotify.com/pod/show/nlw/episodes/Yuval-Noah-Harari-on-the-Challenge-of-AI-and-the-Future-of-Humanity-e2l1c2q
2800,2023-05-19,The Official ChatGPT Mobile App Will Change How We Use AI,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Official-ChatGPT-Mobile-App-Will-Change-How-We-Use-AI-e2l1c0u
2799,2023-05-20,Are OpenAI Trying for Regulatory Capture?,https://podcasters.spotify.com/pod/show/nlw/episodes/Are-OpenAI-Trying-for-Regulatory-Capture-e2l1c0b
2798,2023-05-21,How Bad Will AI Jobs Loss Be?,https://podcasters.spotify.com/pod/show/nlw/episodes/How-Bad-Will-AI-Jobs-Loss-Be-e2l1bs6
2797,2023-05-22,Can ChatGPT Outperform Wall Street?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-ChatGPT-Outperform-Wall-Street-e2l1c04
2796,2023-05-23,This Massive New AI Model is 5.7x Bigger than ChatGPT's Dataset,https://podcasters.spotify.com/pod/show/nlw/episodes/This-Massive-New-AI-Model-is-5-7x-Bigger-than-ChatGPTs-Dataset-e2l1c4i
2795,2023-05-24,Mind-Reading AI Generates Videos from Brainwaves,https://podcasters.spotify.com/pod/show/nlw/episodes/Mind-Reading-AI-Generates-Videos-from-Brainwaves-e2l1c4c
2794,2023-05-25,NVIDIA Sets Off An AI Stock Frenzy While Elon Warns of the Terminator Scenario,https://podcasters.spotify.com/pod/show/nlw/episodes/NVIDIA-Sets-Off-An-AI-Stock-Frenzy-While-Elon-Warns-of-the-Terminator-Scenario-e2l1bt1
2793,2023-05-26,The 9 AI Tools I Actually Use Every Day As A Content Creator,https://podcasters.spotify.com/pod/show/nlw/episodes/The-9-AI-Tools-I-Actually-Use-Every-Day-As-A-Content-Creator-e2l1bsa
2792,2023-05-27,The 5 Biggest AI News Stories This Week,https://podcasters.spotify.com/pod/show/nlw/episodes/The-5-Biggest-AI-News-Stories-This-Week-e2l1c0h
2791,2023-05-28,AI Alignment and AGI - How Worried Should We Actually Be?,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-Alignment-and-AGI---How-Worried-Should-We-Actually-Be-e2l1bsc
2790,2023-05-30,Nvidia Is Building an AI Supercomputer and Gaming Platform,https://podcasters.spotify.com/pod/show/nlw/episodes/Nvidia-Is-Building-an-AI-Supercomputer-and-Gaming-Platform-e2l1c2j
2789,2023-05-31,Are ChatGPT Plugins Overhyped?,https://podcasters.spotify.com/pod/show/nlw/episodes/Are-ChatGPT-Plugins-Overhyped-e2l1c4l
2788,2023-06-01,Can OpenAI's New GPT Training Model Solve Math and AI Alignment At the Same Time?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-OpenAIs-New-GPT-Training-Model-Solve-Math-and-AI-Alignment-At-the-Same-Time-e2l1bs8
2787,2023-06-02,An AI Drone Killed Its Operator In A USAF Simulation -- Except That's Not Actually What Happened,https://podcasters.spotify.com/pod/show/nlw/episodes/An-AI-Drone-Killed-Its-Operator-In-A-USAF-Simulation----Except-Thats-Not-Actually-What-Happened-e2l1bv3
2785,2023-06-03,TIME Asks: Is AI the End of Humanity?,https://podcasters.spotify.com/pod/show/nlw/episodes/TIME-Asks-Is-AI-the-End-of-Humanity-e2l1bvb
2786,2023-06-03,BONUS: Riley Goodside on The Art of Prompting ChatGPT [The Cognitive Revolution preview],https://podcasters.spotify.com/pod/show/nlw/episodes/BONUS-Riley-Goodside-on-The-Art-of-Prompting-ChatGPT-The-Cognitive-Revolution-preview-e2l1c4e
2784,2023-06-04,AI Gaming Lights Up: The Biggest AI News This Week,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-Gaming-Lights-Up-The-Biggest-AI-News-This-Week-e2l1br9
2783,2023-06-05,"Apple AI? Apple Didn't Say ""Artificial Intelligence"" Once at WWDC",https://podcasters.spotify.com/pod/show/nlw/episodes/Apple-AI--Apple-Didnt-Say-Artificial-Intelligence-Once-at-WWDC-e2l1c4v
2782,2023-06-06,Can SuperAGI Be What People Wanted from AutoGPT?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-SuperAGI-Be-What-People-Wanted-from-AutoGPT-e2l1bt6
2781,2023-06-07,OpenAI's 6 Strategies For Better ChatGPT Prompting,https://podcasters.spotify.com/pod/show/nlw/episodes/OpenAIs-6-Strategies-For-Better-ChatGPT-Prompting-e2l1bts
2780,2023-06-08,Are We In An AI Bubble?,https://podcasters.spotify.com/pod/show/nlw/episodes/Are-We-In-An-AI-Bubble-e2l1c00
2779,2023-06-09,The 5 Most Exciting AI Tools Launched This Week,https://podcasters.spotify.com/pod/show/nlw/episodes/The-5-Most-Exciting-AI-Tools-Launched-This-Week-e2l1c0e
2778,2023-06-10,Creating Worlds From Words: The Most Essential AI News This Week,https://podcasters.spotify.com/pod/show/nlw/episodes/Creating-Worlds-From-Words-The-Most-Essential-AI-News-This-Week-e2l1bt4
2777,2023-06-11,Will AI Save The World?,https://podcasters.spotify.com/pod/show/nlw/episodes/Will-AI-Save-The-World-e2l1bu1
2776,2023-06-12,New ChatGPT Features Leaked?,https://podcasters.spotify.com/pod/show/nlw/episodes/New-ChatGPT-Features-Leaked-e2l1bt7
2775,2023-06-13,AI at Work: Is Enterprise AI the Next Big Trend?,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-at-Work-Is-Enterprise-AI-the-Next-Big-Trend-e2l1bre
2774,2023-06-14,Why OpenAI's API Updates Will Change How We Use ChatGPT,https://podcasters.spotify.com/pod/show/nlw/episodes/Why-OpenAIs-API-Updates-Will-Change-How-We-Use-ChatGPT-e2l1c3v
2773,2023-06-15,"EU Passes AI Act, But Generative AI Provisions Remain Controversial",https://podcasters.spotify.com/pod/show/nlw/episodes/EU-Passes-AI-Act--But-Generative-AI-Provisions-Remain-Controversial-e2l1brr
2772,2023-06-16,How Worried About China AI Should We Be?,https://podcasters.spotify.com/pod/show/nlw/episodes/How-Worried-About-China-AI-Should-We-Be-e2l1bvm
2771,2023-06-17,"A Critique of Marc Andreessen's ""Why AI Will Save The World""",https://podcasters.spotify.com/pod/show/nlw/episodes/A-Critique-of-Marc-Andreessens-Why-AI-Will-Save-The-World-e2l1bt5
2770,2023-06-18,The Most Interesting AI Research This Week,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Most-Interesting-AI-Research-This-Week-e2l1c44
2769,2023-06-19,GPT Engineer Generates An Entire Codebase Based On A Prompt,https://podcasters.spotify.com/pod/show/nlw/episodes/GPT-Engineer-Generates-An-Entire-Codebase-Based-On-A-Prompt-e2l1bri
2768,2023-06-20,The Faux Outrage Around OpenAI's EU Lobbying,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Faux-Outrage-Around-OpenAIs-EU-Lobbying-e2l1btg
2767,2023-06-21,Biden Meets AI Safety Experts As White House Promises Decisive Action,https://podcasters.spotify.com/pod/show/nlw/episodes/Biden-Meets-AI-Safety-Experts-As-White-House-Promises-Decisive-Action-e2l1bvh
2766,2023-06-22,AI is the First UI Paradigm Shift in 60 Years,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-is-the-First-UI-Paradigm-Shift-in-60-Years-e2l1bve
2765,2023-06-23,Multi-On is What You Wanted AutoGPT to Be - Interview with Founder Div Garg,https://podcasters.spotify.com/pod/show/nlw/episodes/Multi-On-is-What-You-Wanted-AutoGPT-to-Be---Interview-with-Founder-Div-Garg-e2l1bv8
2764,2023-06-24,"""AI Will Modify Our Interface For Information"" A Conversation with Maven CEO Gagan Biyani",https://podcasters.spotify.com/pod/show/nlw/episodes/AI-Will-Modify-Our-Interface-For-Information-A-Conversation-with-Maven-CEO-Gagan-Biyani-e2l1c02
2763,2023-06-25,What the Head of the New UK AI Foundation Model Taskforce Thinks of AI,https://podcasters.spotify.com/pod/show/nlw/episodes/What-the-Head-of-the-New-UK-AI-Foundation-Model-Taskforce-Thinks-of-AI-e2l1c10
2762,2023-06-26,"Is AI ""Alien Intelligence?"" Emerson Spartz on Mental Models for AI",https://podcasters.spotify.com/pod/show/nlw/episodes/Is-AI-Alien-Intelligence--Emerson-Spartz-on-Mental-Models-for-AI-e2l1c0m
2761,2023-06-27,DragGAN's Amazing Drag-to-Edit Photo AI Releases Source Code,https://podcasters.spotify.com/pod/show/nlw/episodes/DragGANs-Amazing-Drag-to-Edit-Photo-AI-Releases-Source-Code-e2l1bst
2760,2023-06-28,AI M&A: Billion Dollar Acquisitions Reshape AI Landscape,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-MA-Billion-Dollar-Acquisitions-Reshape-AI-Landscape-e2l1bqq
2759,2023-06-29,The AI Arms Race Heats Up: US Considers Blocking AI Chip Exports,https://podcasters.spotify.com/pod/show/nlw/episodes/The-AI-Arms-Race-Heats-Up-US-Considers-Blocking-AI-Chip-Exports-e2l1bvl
2758,2023-06-30,Inflection Raises Monster $1.3 Billion Round to Build One of World's Biggest AI Clusters,https://podcasters.spotify.com/pod/show/nlw/episodes/Inflection-Raises-Monster-1-3-Billion-Round-to-Build-One-of-Worlds-Biggest-AI-Clusters-e2l1bqm
2757,2023-07-01,60 Possible AGI Futures,https://podcasters.spotify.com/pod/show/nlw/episodes/60-Possible-AGI-Futures-e2l1bun
2756,2023-07-02,Translating Brainwaves to Images and Other Cutting Edge AI Research,https://podcasters.spotify.com/pod/show/nlw/episodes/Translating-Brainwaves-to-Images-and-Other-Cutting-Edge-AI-Research-e2l1bul
2755,2023-07-03,The AI Data Wars: Why Elon Musk's Rate Limits Are About More Than Twitter,https://podcasters.spotify.com/pod/show/nlw/episodes/The-AI-Data-Wars-Why-Elon-Musks-Rate-Limits-Are-About-More-Than-Twitter-e2l1bum
2754,2023-07-04,Will AI Increase Freedom or Help Authoritarians?,https://podcasters.spotify.com/pod/show/nlw/episodes/Will-AI-Increase-Freedom-or-Help-Authoritarians-e2l1c22
2753,2023-07-05,Will AI Replace All Coders Within 5 Years?,https://podcasters.spotify.com/pod/show/nlw/episodes/Will-AI-Replace-All-Coders-Within-5-Years-e2l1c0n
2752,2023-07-06,OpenAI Sets Moonshot Goal of AI Superalignment in 4 Years,https://podcasters.spotify.com/pod/show/nlw/episodes/OpenAI-Sets-Moonshot-Goal-of-AI-Superalignment-in-4-Years-e2l1bsg
2751,2023-07-07,ChatGPT Code Interpreter Is Finally Coming Next Week!,https://podcasters.spotify.com/pod/show/nlw/episodes/ChatGPT-Code-Interpreter-Is-Finally-Coming-Next-Week-e2l1brn
2750,2023-07-08,"Forget Alignment, Here's Why Every AI Needs an Individual ""Soul""",https://podcasters.spotify.com/pod/show/nlw/episodes/Forget-Alignment--Heres-Why-Every-AI-Needs-an-Individual-Soul-e2l1bt3
2749,2023-07-09,5 Ways AI Could Destroy Humanity,https://podcasters.spotify.com/pod/show/nlw/episodes/5-Ways-AI-Could-Destroy-Humanity-e2l1bs0
2748,2023-07-10,5 Ways AI Could Improve Humanity,https://podcasters.spotify.com/pod/show/nlw/episodes/5-Ways-AI-Could-Improve-Humanity-e2l1bsr
2747,2023-07-11,Why Google Is Intentionally Limiting the Power of Bard AI,https://podcasters.spotify.com/pod/show/nlw/episodes/Why-Google-Is-Intentionally-Limiting-the-Power-of-Bard-AI-e2l1bug
2746,2023-07-12,ChatGPT's First True Competitor? Anthropic Releases Claude 2,https://podcasters.spotify.com/pod/show/nlw/episodes/ChatGPTs-First-True-Competitor--Anthropic-Releases-Claude-2-e2l1bs3
2745,2023-07-13,Elon Musk Announces xAI: Here's Everything We Know So Far,https://podcasters.spotify.com/pod/show/nlw/episodes/Elon-Musk-Announces-xAI-Heres-Everything-We-Know-So-Far-e2l1c1f
2744,2023-07-14,OpenAI Investigated by FTC for ChatGPT Harms,https://podcasters.spotify.com/pod/show/nlw/episodes/OpenAI-Investigated-by-FTC-for-ChatGPT-Harms-e2l1bs7
2743,2023-07-15,Bill Gates on Why Humans Can Handle AI Risks,https://podcasters.spotify.com/pod/show/nlw/episodes/Bill-Gates-on-Why-Humans-Can-Handle-AI-Risks-e2l1bs9
2742,2023-07-16,Bard vs. Bing vs. Claude vs. ChatGPT: The Right LLM For Every Task,https://podcasters.spotify.com/pod/show/nlw/episodes/Bard-vs--Bing-vs--Claude-vs--ChatGPT-The-Right-LLM-For-Every-Task-e2l1bqp
2741,2023-07-17,AI Bubble? Layoffs Hit AI Companies,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-Bubble--Layoffs-Hit-AI-Companies-e2l1bua
2740,2023-07-18,Where Are All the Aliens: Does AI Explain the Fermi Paradox?,https://podcasters.spotify.com/pod/show/nlw/episodes/Where-Are-All-the-Aliens-Does-AI-Explain-the-Fermi-Paradox-e2l1bru
2739,2023-07-19,Meta Llama 2 Is Here! Everything You Need to Know About OpenAI's Biggest Open Source Competitor,https://podcasters.spotify.com/pod/show/nlw/episodes/Meta-Llama-2-Is-Here--Everything-You-Need-to-Know-About-OpenAIs-Biggest-Open-Source-Competitor-e2l1bvs
2738,2023-07-20,AppleGPT? Apple Has Been Secretly Working on a ChatGPT Competitor,https://podcasters.spotify.com/pod/show/nlw/episodes/AppleGPT--Apple-Has-Been-Secretly-Working-on-a-ChatGPT-Competitor-e2l1c40
2737,2023-07-21,"White House Secures Responsible AI Commitment from OpenAI, Meta, Google, Anthropic and Others",https://podcasters.spotify.com/pod/show/nlw/episodes/White-House-Secures-Responsible-AI-Commitment-from-OpenAI--Meta--Google--Anthropic-and-Others-e2l1bv1
2736,2023-07-22,5 Ways People Are Using ChatGPT's Powerful New Custom Instructions Feature,https://podcasters.spotify.com/pod/show/nlw/episodes/5-Ways-People-Are-Using-ChatGPTs-Powerful-New-Custom-Instructions-Feature-e2l1br6
2735,2023-07-23,Is Open Source AI Dangerous?,https://podcasters.spotify.com/pod/show/nlw/episodes/Is-Open-Source-AI-Dangerous-e2l1c12
2734,2023-07-24,Can Worldcoin Help Solve AI's Big Economic Problems?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-Worldcoin-Help-Solve-AIs-Big-Economic-Problems-e2l1c0g
2733,2023-07-25,Does This Research Prove That ChatGPT Has Gotten Worse?,https://podcasters.spotify.com/pod/show/nlw/episodes/Does-This-Research-Prove-That-ChatGPT-Has-Gotten-Worse-e2l1bqo
2732,2023-07-26,Can OpenAI and Anthropic's Frontier Model Forum Improve AI Safety?,https://podcasters.spotify.com/pod/show/nlw/episodes/Can-OpenAI-and-Anthropics-Frontier-Model-Forum-Improve-AI-Safety-e2l1c03
2731,2023-07-27,Better Than Midjourney? Stable Diffusion XL 1.0 Can Generate Words,https://podcasters.spotify.com/pod/show/nlw/episodes/Better-Than-Midjourney--Stable-Diffusion-XL-1-0-Can-Generate-Words-e2l1c0q
2730,2023-07-28,A Mysterious GPU Startup Sets Up In The Middle East,https://podcasters.spotify.com/pod/show/nlw/episodes/A-Mysterious-GPU-Startup-Sets-Up-In-The-Middle-East-e2l1bto
2729,2023-07-29,AI for War? Debating the Military Use of AI,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-for-War--Debating-the-Military-Use-of-AI-e2l1c38
2728,2023-07-30,The 5 Most Important AI News Stories Last Month,https://podcasters.spotify.com/pod/show/nlw/episodes/The-5-Most-Important-AI-News-Stories-Last-Month-e2l1bqc
2727,2023-07-31,The AI-Robotics Revolution: Robots That Think Like LLMs,https://podcasters.spotify.com/pod/show/nlw/episodes/The-AI-Robotics-Revolution-Robots-That-Think-Like-LLMs-e2l1bu7
2726,2023-08-01,Is GPT-5 On the Way? OpenAI Files Trademark,https://podcasters.spotify.com/pod/show/nlw/episodes/Is-GPT-5-On-the-Way--OpenAI-Files-Trademark-e2l1btm
2725,2023-08-02,Has Open Source Screwed a Whole Generation of AI Startups?,https://podcasters.spotify.com/pod/show/nlw/episodes/Has-Open-Source-Screwed-a-Whole-Generation-of-AI-Startups-e2l1c43
2724,2023-08-03,The Frontier of AI-Generated Music Models,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Frontier-of-AI-Generated-Music-Models-e2l1brs
2723,2023-08-04,Code Interpreter is GPT-4.5: A Summer AI Technical Roundup [feat. Swyx and Alessio of Latent Space],https://podcasters.spotify.com/pod/show/nlw/episodes/Code-Interpreter-is-GPT-4-5-A-Summer-AI-Technical-Roundup-feat--Swyx-and-Alessio-of-Latent-Space-e2l1btq
2722,2023-08-05,Why Do People Who Think AI Could Kill Us All Still Work on AI?,https://podcasters.spotify.com/pod/show/nlw/episodes/Why-Do-People-Who-Think-AI-Could-Kill-Us-All-Still-Work-on-AI-e2l1bps
2721,2023-08-06,Why We're Radically Underestimating the Political Implications of AI Job Displacement,https://podcasters.spotify.com/pod/show/nlw/episodes/Why-Were-Radically-Underestimating-the-Political-Implications-of-AI-Job-Displacement-e2l1c0k
2720,2023-08-07,Apple Reveals It Spent Billions on AI R&D,https://podcasters.spotify.com/pod/show/nlw/episodes/Apple-Reveals-It-Spent-Billions-on-AI-RD-e2l1bq0
2719,2023-08-08,GPTBot AI Data Controversy and the Remaining Challenges of LLMs,https://podcasters.spotify.com/pod/show/nlw/episodes/GPTBot-AI-Data-Controversy-and-the-Remaining-Challenges-of-LLMs-e2l1btc
2718,2023-08-09,The LLM for Coding Competition Heats Up!,https://podcasters.spotify.com/pod/show/nlw/episodes/The-LLM-for-Coding-Competition-Heats-Up-e2l1but
2717,2023-08-10,76% of Americans Think AI Might Kill Us,https://podcasters.spotify.com/pod/show/nlw/episodes/76-of-Americans-Think-AI-Might-Kill-Us-e2l1bvu
2716,2023-08-11,The Alignment Problem: How To Tell If An LLM Is Trustworthy,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Alignment-Problem-How-To-Tell-If-An-LLM-Is-Trustworthy-e2l1brv
2715,2023-08-12,AI and the Turning Point Moment in Human History,https://podcasters.spotify.com/pod/show/nlw/episodes/AI-and-the-Turning-Point-Moment-in-Human-History-e2l1brj
2714,2023-08-13,"As WormGPT Goes White Hat, Evil-GPT Emerges",https://podcasters.spotify.com/pod/show/nlw/episodes/As-WormGPT-Goes-White-Hat--Evil-GPT-Emerges-e2l1bs2
2713,2023-08-14,How The AI Backlash Killed This Literary Startup,https://podcasters.spotify.com/pod/show/nlw/episodes/How-The-AI-Backlash-Killed-This-Literary-Startup-e2l1c2g
2712,2023-08-15,AGI By 2032? The Most Interesting AI Predictions,https://podcasters.spotify.com/pod/show/nlw/episodes/AGI-By-2032--The-Most-Interesting-AI-Predictions-e2l1bub
2711,2023-08-16,Why AI Hype Has Peaked (And Why That's A Good Thing),https://podcasters.spotify.com/pod/show/nlw/episodes/Why-AI-Hype-Has-Peaked-And-Why-Thats-A-Good-Thing-e2l1c4a
2710,2023-08-17,Snapchat Users Freaked Out as My AI Goes Rogue,https://podcasters.spotify.com/pod/show/nlw/episodes/Snapchat-Users-Freaked-Out-as-My-AI-Goes-Rogue-e2l1bsv
2709,2023-08-18,Meta to Launch Open Source Coding AI as Latest Assault on OpenAI,https://podcasters.spotify.com/pod/show/nlw/episodes/Meta-to-Launch-Open-Source-Coding-AI-as-Latest-Assault-on-OpenAI-e2l1btd
2708,2023-08-19,Could AI End Up Being Good for Democracy?,https://podcasters.spotify.com/pod/show/nlw/episodes/Could-AI-End-Up-Being-Good-for-Democracy-e2l1c1a
2707,2023-08-20,Could Google's Gemini Be A ChatGPT Killer?,https://podcasters.spotify.com/pod/show/nlw/episodes/Could-Googles-Gemini-Be-A-ChatGPT-Killer-e2l1bud
2706,2023-08-21,Should the US Nationalize the Artificial Intelligence Industry?,https://podcasters.spotify.com/pod/show/nlw/episodes/Should-the-US-Nationalize-the-Artificial-Intelligence-Industry-e2l1c1p
2705,2023-08-22,The Future of AI Music: YouTube and Universal Partner,https://podcasters.spotify.com/pod/show/nlw/episodes/The-Future-of-AI-Music-YouTube-and-Universal-Partner-e2l1c20
2703,2023-08-24,Was Nvidia's Earnings Call A '1995 Internet Moment'?,https://podcasters.spotify.com/pod/show/nlw/episodes/Was-Nvidias-Earnings-Call-A-1995-Internet-Moment-e2l1c3r
